Unnamed: 0,consumer_sentiment,federal_funds_rate,bbkmgdp,labor_force_participation_rate,m2,yield_10_year,mortgage_30_year,msci,savings_rate,sp500_monthly_open,sp500_monthly_high,sp500_monthly_low,close ,sp500_monthly_volume,sp500_pe_ratio,vehicle_sales,unemployment_rate,percent_change,Savings_Rate_Change_Percent,Propensity_Score,IPW
110,88.9,4.59,2.904978996891482,66.2,6769.5,4.723913043478261,6.324,188408.1502503109,3.3,1280.66,1310.88,1268.42,1294.87,50905040000.0,17.8,16.96,4.7,23.48890415878557,0.031249999999999778,0.01,0.0031837916063675834
111,87.4,4.79,-0.1440437734440673,66.1,6807.0,4.990526315789474,6.5075,194128.37600841813,3.1,1302.88,1318.16,1280.74,1310.61,43308430000.0,17.77,17.127,4.7,0.09551499405490849,-0.06060606060606055,0.01,0.0031837916063675834
112,79.1,4.94,-0.1559223344478004,66.1,6813.9,5.11,6.5975,187497.14613692168,2.9,1310.61,1326.7,1245.34,1270.09,54312830000.0,17.46,16.729,4.6,-3.543416008493751,-0.06451612903225812,0.01,0.0031837916063675834
113,84.9,4.99,-0.4198670737570698,66.2,6852.1,5.106363636363636,6.682,187442.1734000829,2.9,1270.05,1290.68,1219.29,1270.2,54873260000.0,16.82,16.9,4.6,-1.0028013168214416,0.0,0.01,0.0031837916063675834
114,84.7,5.24,-0.4923584019019107,66.1,6893.9,5.0875,6.7625,188611.97028155992,2.3,1270.06,1280.42,1224.54,1276.66,46348220000.0,16.61,17.662,4.7,57.722186913896415,-0.206896551724138,0.01,0.0031837916063675834
115,82.0,5.25,2.241038058900607,66.2,6925.3,4.8765217391304345,6.524,193507.7963075157,2.5,1278.53,1306.74,1261.3,1303.82,50485620000.0,16.67,16.458,4.7,3.1830601027962366,0.0869565217391306,0.01,0.0031837916063675834
116,85.4,5.25,3.3659357691834435,66.1,6952.6,4.719,6.4025,195815.12069130447,2.4,1303.8,1340.28,1290.93,1335.85,49001440000.0,16.77,16.974,4.5,0.1547415311107294,-0.040000000000000036,0.01,0.0031837916063675834
117,93.6,5.25,3.912335060834203,66.2,7002.0,4.729047619047619,6.3575,203002.07263798983,2.4,1335.82,1389.45,1327.1,1377.94,56793620000.0,17.14,16.865,4.4,0.282572520888847,0.0,0.01,0.0031837916063675834
118,92.1,5.25,3.495939870023662,66.3,7037.5,4.595238095238095,6.24,207973.21513982333,2.7,1377.76,1407.89,1360.98,1400.63,55343930000.0,17.24,16.657,4.5,-0.4773836920190022,0.12500000000000022,0.01,0.0031837916063675834
119,91.7,5.24,3.121918918170539,66.4,7080.4,4.5645,6.135,212201.52418609103,2.6,1400.63,1431.81,1385.93,1418.3,47578780000.0,17.38,17.107,4.4,-0.23385858973800655,-0.03703703703703709,0.01,0.0031837916063675834
120,96.9,5.25,-1.2093147165921696,66.4,7118.5,4.7595238095238095,6.2175,214706.6101208508,2.4,1418.03,1441.61,1403.97,1438.24,56686200000.0,17.36,16.896,4.6,0.11440724228824628,-0.07692307692307698,0.01,0.0031837916063675834
121,91.3,5.26,0.977851763712552,66.3,7134.6,4.722631578947368,6.285,213589.36258410127,2.8,1437.9,1461.57,1389.42,1406.82,51844990000.0,17.49,17.169,4.5,-2.5538810362559534,0.16666666666666674,0.01,0.0031837916063675834
