,consumer_sentiment,federal_funds_rate,bbkmgdp,labor_force_participation_rate,m2,yield_10_year,mortgage_30_year,msci,savings_rate,sp500_monthly_open,sp500_monthly_high,sp500_monthly_low,close ,sp500_monthly_volume,sp500_pe_ratio,vehicle_sales,unemployment_rate,percent_change
11,102.1,5.5,3.573636147262035,67.2,4032.9,5.808636363636364,7.095,117627.0527087784,6.1,955.4,986.25,924.92,970.43,11958880000.0,24.23,16.474,4.7,1.5731630730583923
12,106.6,5.56,4.209269468237968,67.1,4056.2,5.5445,6.994,120885.55849622142,7.0,970.43,992.65,912.83,980.28,12733830000.0,24.29,14.789,4.6,1.0150139628824384
13,110.4,5.51,4.593407847800757,67.1,4088.9,5.574736842105263,7.0425,129043.206530404,7.0,980.28,1051.66,980.28,1049.34,11656550000.0,25.85,15.232,4.6,7.04492593952748
14,106.5,5.49,3.2801337508924804,67.1,4114.3,5.647272727272727,7.1275,134472.43391473484,7.1,1049.34,1113.07,1030.87,1101.75,13719590000.0,27.23,15.405,4.7,4.994568014180345
15,108.7,5.45,3.434017122877945,67.0,4140.2,5.637619047619048,7.14,135766.333981697,6.9,1101.75,1132.98,1076.7,1111.75,13656060000.0,28.26,15.923,4.3,0.9076469253460395
16,106.5,5.49,4.344182654008677,67.0,4164.4,5.6525,7.144,134044.57766015115,6.6,1111.75,1130.52,1074.39,1090.82,11477140000.0,28.3,17.057,4.4,-1.8826174949404195
17,105.6,5.56,3.028326822314018,67.0,4184.1,5.496363636363637,6.9975,137205.44625490258,6.5,1090.82,1145.15,1074.67,1133.84,13551970000.0,28.44,16.771,4.5,3.9438220788031053
18,105.2,5.54,4.006611843096226,67.0,4203.8,5.461363636363637,6.952,136964.9564746022,6.6,1133.84,1190.58,1114.3,1120.67,14194800000.0,29.9,14.668,4.5,-1.1615395470260248
19,104.4,5.55,8.000555472668651,67.0,4228.7,5.341904761904762,6.9225,118679.76148719748,6.5,1120.67,1121.79,957.28,957.28,15071550000.0,28.0,14.796,4.5,-14.579671089616042
20,100.9,5.51,6.641411957028244,67.2,4267.7,4.806666666666667,6.7225,120758.33041038227,6.1,957.28,1066.11,939.98,1017.01,16714080000.0,26.8,16.313,4.6,6.239553735584158
21,97.4,5.07,7.246160898008648,67.2,4307.9,4.53,6.71,131654.1564363381,5.9,1017.01,1103.78,923.32,1098.67,18001650000.0,27.2,17.131,4.5,8.029419573062224
22,102.7,4.83,5.076341120399409,67.1,4346.6,4.827368421052632,6.865,139462.8997799815,6.0,1098.67,1192.97,1098.67,1163.63,13451280000.0,30.25,16.118,4.4,5.912603420499329
23,100.5,4.68,4.290237677359676,67.2,4375.6,4.645,6.738,146255.15767992093,5.5,1163.63,1244.93,1136.89,1229.23,15181450000.0,31.56,17.409,4.4,5.6375308302467175
24,103.9,4.63,3.106074873687337,67.2,4403.0,4.7221052631578955,6.785,149436.4337871879,6.1,1229.23,1280.37,1205.46,1279.64,16213500000.0,32.92,16.593,4.3,4.100941239637823
25,108.1,4.76,4.1515357341197365,67.2,4425.8,4.998947368421053,6.8075,145440.0051018781,6.0,1279.64,1283.84,1211.89,1238.33,14555860000.0,32.67,17.097,4.4,-3.2282516957894525
26,105.7,4.81,2.376257997855662,67.0,4432.6,5.232608695652174,7.04,151474.3152322949,5.6,1238.33,1323.82,1216.03,1286.37,18002500000.0,33.39,16.832,4.2,3.8794182487705164
27,104.6,4.74,2.807535192373001,67.1,4461.4,5.1845454545454555,6.916,157424.38060010842,4.7,1286.37,1371.56,1282.56,1335.18,18523200000.0,34.0,16.929,4.3,3.7943981902563095
28,106.8,4.74,4.347242601735461,67.1,4486.1,5.5395,7.145,151650.71266860113,4.4,1335.18,1375.98,1277.31,1301.84,15880260000.0,33.19,17.564,4.2,-2.497041597387628
29,107.3,4.76,3.891191213533996,67.1,4508.0,5.899545454545455,7.55,158702.6561653008,4.3,1301.84,1372.93,1277.47,1372.71,16079170000.0,32.24,17.346,4.3,5.443833343575255
30,106.0,4.99,5.27039927755023,67.1,4535.4,5.791904761904761,7.632,158205.15927425784,4.4,1372.71,1420.33,1328.49,1328.72,15332930000.0,32.88,17.688,4.3,-3.204609859329355
31,104.5,5.07,6.338505749958297,67.0,4552.7,5.9390909090909085,7.9425,157902.42658078505,4.3,1328.72,1382.84,1267.73,1320.41,15818550000.0,30.89,17.641,4.2,-0.625413932205432
32,107.2,5.22,6.820841093493922,67.0,4568.8,5.915238095238095,7.8225,156349.86129268835,3.7,1320.41,1361.39,1256.26,1282.71,16438700000.0,29.99,17.662,4.2,-2.855173771783015
33,103.2,5.2,9.0182084805375,67.0,4592.7,6.112,7.852,164455.4701699563,4.0,1282.71,1373.17,1233.7,1362.93,18832000000.0,28.66,17.684,4.1,6.253946722174142
34,107.2,5.42,5.099466771908455,67.1,4611.8,6.034,7.7375,169060.68046299543,4.1,1362.93,1425.31,1346.41,1388.91,18384820000.0,29.74,17.62,4.1,1.906187405075821
35,105.4,5.3,1.348514553576627,67.1,4639.3,6.275454545454545,7.912,182723.7014125825,3.7,1388.91,1473.1,1387.38,1469.25,19640690000.0,29.66,18.322,4.0,5.784392077240419
36,112.0,5.45,-1.5036000095551012,67.3,4667.6,6.661,8.21,172238.76789643188,4.5,1469.25,1478.0,1350.14,1394.46,21494400000.0,29.04,18.635,4.0,-5.090352220520666
37,111.3,5.73,0.4958959975827617,67.3,4680.9,6.5195,8.325,172682.63129364495,4.0,1394.46,1444.55,1325.07,1366.42,20912000000.0,27.76,19.401,4.1,-2.0108142219927405
38,107.1,5.85,8.742041902930499,67.3,4711.7,6.256521739130434,8.24,184596.7921941265,3.8,1366.42,1552.87,1346.62,1498.58,26156200000.0,28.31,18.343,4.0,9.671989578606865
39,109.2,6.02,10.796120104261025,67.3,4767.8,5.990526315789474,8.1525,176770.44737093843,4.3,1498.58,1527.19,1339.4,1452.43,20106460000.0,28.5,17.939,3.8,-3.0795820042973876
40,110.7,6.27,6.2409420111171645,67.1,4755.7,6.440454545454545,8.515,172274.0984024744,4.3,1452.43,1481.51,1361.09,1420.6,19898300000.0,27.49,17.943,4.0,-2.191499762467053
41,106.4,6.53,2.1363668672916445,67.1,4773.6,6.097272727272728,8.288,178053.5697203533,4.3,1420.6,1488.93,1420.6,1454.6,21738300000.0,28.16,17.596,4.0,2.3933549204561366
42,108.3,6.54,-3.0964407514258925,66.9,4791.3,6.054,8.1475,173019.86543796436,4.7,1454.6,1517.32,1413.89,1430.83,19089100000.0,28.05,17.316,4.0,-1.6341262202667406
43,107.3,6.5,-1.0218205716519857,66.9,4819.5,5.826086956521739,8.0275,178626.51063422722,4.8,1430.83,1525.21,1425.43,1517.68,20363700000.0,27.97,17.531,4.1,6.069903482594019
44,106.8,6.52,4.4859758547942885,66.9,4855.3,5.799,7.912,169107.49019482796,4.1,1517.68,1530.09,1419.44,1436.51,20838300000.0,27.34,18.654,3.9,-5.348294765695016
45,105.8,6.51,3.662556729951696,66.8,4871.4,5.738571428571428,7.795,166253.37202257582,4.3,1436.52,1454.82,1305.79,1429.4,25951400000.0,26.5,17.514,3.9,-0.494949565265812
46,107.6,6.51,2.0923759177460006,66.9,4882.8,5.717142857142857,7.745,156138.7710851057,4.3,1429.4,1438.46,1294.9,1314.95,20532300000.0,26.9,16.634,3.9,-8.00685602350637
47,98.4,6.4,-1.681155653022798,67.0,4927.7,5.2405,7.382,158643.7294729122,4.1,1314.95,1389.05,1254.07,1320.28,23610800000.0,26.62,16.222,3.9,0.4053386060306474
48,94.7,5.98,-3.386066287807944,67.2,4978.4,5.160952380952381,7.0325,161698.67032301266,4.5,1320.28,1383.37,1274.62,1366.01,27829800000.0,27.55,17.652,4.2,3.4636592238010078
49,90.6,5.49,-1.480092117064741,67.1,5017.1,5.098947368421053,7.05,148015.30563438666,4.6,1366.01,1376.38,1215.44,1239.94,21644400000.0,27.81,17.826,4.2,-9.229068601254742
50,91.5,5.31,2.554246540257836,67.2,5074.9,4.885454545454546,6.952,138268.35878957942,4.9,1239.94,1267.42,1081.19,1160.33,27806610000.0,26.1,17.248,4.3,-6.420471958320572
51,88.4,4.8,4.148975462015334,66.9,5139.2,5.141,7.0775,148460.69959503843,4.8,1160.33,1269.3,1091.99,1249.46,25409990000.0,27.96,16.872,4.4,7.681435453707142
52,92.0,4.21,3.817322673869243,66.7,5137.3,5.391363636363637,7.145,146526.13118204137,4.3,1249.46,1315.93,1232.0,1255.82,24525900000.0,32.02,16.876,4.3,0.5090198965953308
53,92.6,3.97,-1.2911870583480969,66.7,5180.3,5.284285714285714,7.16,141914.67108829436,4.2,1255.82,1286.62,1203.03,1224.38,24748030000.0,33.67,17.464,4.5,-2.503543501457206
54,92.4,3.77,-3.271151155968239,66.8,5210.2,5.236190476190476,7.1275,140017.79279997447,5.4,1224.42,1239.78,1165.54,1211.23,23793710000.0,35.46,16.463,4.6,-1.0740129698296408
55,91.5,3.65,-1.967559519273672,66.5,5243.9,4.971304347826087,6.95,133276.4261343707,6.5,1211.23,1226.27,1124.87,1133.58,23359200000.0,37.85,16.348,4.9,-6.410838569057908
56,81.8,3.07,-1.943922284244997,66.8,5355.3,4.731764705882353,6.8175,121514.87516341952,6.9,1133.58,1155.4,944.75,1040.94,25025290000.0,36.9,16.365,5.0,-8.172338961520131
57,82.7,2.49,2.727133734033044,66.7,5344.0,4.566818181818181,6.6175,123835.20933643696,2.9,1040.94,1110.61,1026.76,1059.78,29951280000.0,39.72,22.055,5.3,1.809902588045409
58,83.9,2.09,2.14897528638299,66.7,5387.7,4.6515,6.658,131142.50183348745,3.4,1059.78,1163.38,1054.31,1139.45,26330000000.0,43.62,18.031,5.5,7.517597992036085
59,88.8,1.82,3.2650219673936838,66.7,5440.7,5.0875,7.065,131953.63668250374,3.7,1139.45,1173.62,1114.53,1148.08,25128570000.0,46.37,16.465,5.7,0.7573829479134542
60,93.0,1.73,4.0369470367058415,66.5,5461.1,5.035714285714286,6.9975,127942.60387105004,5.6,1148.08,1176.97,1081.66,1130.2,29746200000.0,46.17,16.523,5.7,-1.5573827607832103
61,90.7,1.74,3.5865324052718086,66.8,5490.4,4.911578947368421,6.8925,126817.32087624756,5.4,1130.2,1130.2,1074.36,1106.73,26047600000.0,44.57,17.304,5.7,-2.0766236064413413
62,95.7,1.73,2.0179652368190677,66.6,5502.2,5.284,7.014,132403.62233347152,5.5,1106.73,1173.94,1106.73,1147.39,26563200000.0,46.71,17.107,5.7,3.673886133022508
63,93.0,1.75,2.633677706595509,66.7,5502.3,5.21090909090909,6.985,127903.255635981,5.4,1147.39,1147.84,1063.46,1076.92,28568900000.0,43.81,17.668,5.9,-6.141765223681572
64,96.9,1.75,1.940636861815632,66.7,5528.5,5.164545454545455,6.806,128116.5141417684,6.1,1076.92,1106.59,1048.96,1067.14,26905500000.0,41.41,16.197,5.8,-0.9081454518441445
65,92.4,1.75,2.5696617489414493,66.6,5553.5,4.9265,6.65,120321.03568126015,6.1,1067.14,1070.74,952.92,989.82,29981510000.0,37.92,16.953,5.8,-7.245534793935193
66,88.1,1.73,1.4483848342505992,66.5,5596.2,4.653181818181817,6.485,110168.61707215969,5.3,989.82,994.46,775.68,911.62,42228720000.0,32.46,18.147,5.8,-7.900426340142652
67,87.6,1.74,1.6454654511778273,66.6,5638.4,4.257272727272727,6.29,110356.74882816237,5.2,911.62,965.0,833.44,916.07,29298400000.0,31.53,18.449,5.7,0.4881419889866345
68,86.1,1.75,-0.1075317020042803,66.7,5662.5,3.87,6.0925,98206.43474379006,5.8,916.07,924.02,800.2,815.28,27723710000.0,28.89,16.665,5.7,-11.002434311788411
69,80.6,1.75,-0.3678867458687369,66.6,5707.2,3.9409090909090905,6.1125,105442.6835878958,5.6,815.28,907.44,768.63,885.76,37856310000.0,29.24,16.259,5.7,8.644882739672255
70,84.2,1.34,1.8779717650609025,66.4,5758.2,4.0484210526315785,6.068,111111.6992442843,5.6,885.76,941.82,872.05,936.31,29200960000.0,32.03,16.52,5.9,5.706963511560681
71,86.7,1.24,0.3774834507612046,66.3,5779.5,4.032380952380952,6.0475,105713.21067567998,5.3,936.31,954.28,869.45,879.82,25993640000.0,32.59,17.866,6.0,-6.033258215761861
72,82.4,1.24,3.282112957716059,66.4,5812.3,4.048571428571429,5.916,102491.69350467142,5.3,879.82,935.05,840.34,855.7,30749580000.0,31.43,16.708,5.8,-2.7414698461048825
73,79.9,1.26,1.7589397490147416,66.4,5848.4,3.902631578947368,5.8425,100697.93692803165,5.2,855.7,864.64,806.29,841.15,25235300000.0,28.46,16.114,5.9,-1.7003622764987791
74,77.6,1.25,2.8971532205251687,66.3,5868.6,3.807142857142857,5.745,100365.5495679347,4.9,841.15,895.9,788.9,848.18,30080030000.0,27.92,16.467,5.9,0.8357605658919409
75,86.0,1.26,2.284042504636064,66.4,5905.7,3.9585714285714286,5.8125,109259.7812569752,5.0,848.18,924.24,847.85,916.92,29669610000.0,28.05,16.751,6.0,8.104411799382216
76,92.1,1.26,5.1560716555447765,66.4,5965.5,3.5690476190476192,5.484,115480.37371257292,5.3,916.92,965.38,902.83,963.59,30952100000.0,28.24,16.47,6.1,5.0898660733760925
77,89.7,1.22,7.042670178727475,66.5,6002.4,3.3342857142857145,5.23,117464.43034342016,5.1,963.59,1015.33,963.59,974.5,31219400000.0,28.6,17.013,6.3,1.1322242862628284
78,90.9,1.01,7.440219511677676,66.2,6049.4,3.9754545454545456,5.6325,119836.03839163292,5.9,974.5,1015.41,962.1,990.31,31553200000.0,27.65,17.117,6.2,1.6223704463827593
79,89.3,1.03,5.8243683451057375,66.1,6107.3,4.445238095238095,6.264,122410.38232199223,5.7,990.31,1011.01,960.84,1008.01,24881470000.0,26.57,18.262,6.1,1.787319122295039
80,87.7,1.01,6.168187559214278,66.1,6079.9,4.274285714285714,6.1475,123147.09352380344,4.9,1008.01,1040.29,990.36,995.97,29940110000.0,26.42,17.286,6.1,-1.1944325949147294
81,89.6,1.01,4.573104987976535,66.1,6070.2,4.290454545454546,5.952,130442.58792768088,5.0,995.97,1053.79,995.97,1050.71,32298500000.0,24.75,16.489,6.0,5.4961494824141255
82,93.7,1.0,3.858836234561114,66.1,6075.7,4.3,5.9325,132414.14495711232,5.0,1050.71,1063.65,1031.2,1058.2,24463220000.0,23.15,17.563,5.8,0.7128513100665312
83,92.6,0.98,1.9527641826726776,65.9,6074.0,4.267727272727273,5.876,140711.26558464332,5.0,1058.2,1112.56,1053.41,1111.92,27839130000.0,22.17,17.357,5.7,5.076545076545069
84,103.8,1.0,1.1978297370748847,66.1,6082.2,4.1505,5.7125,142969.10175058196,4.6,1111.92,1155.38,1105.08,1131.13,32820000000.0,22.73,16.695,5.7,1.7276422764227695
85,94.4,1.01,2.491889022145716,66.0,6121.9,4.08421052631579,5.635,145363.1580625618,4.6,1131.13,1158.98,1124.44,1144.94,27985600000.0,22.46,17.032,5.6,1.2209029908144986
86,95.8,1.0,3.9954657824865407,66.0,6158.0,3.8265217391304343,5.445,144398.5842288193,4.5,1144.94,1163.23,1087.16,1126.21,33597900000.0,21.61,17.247,5.8,-1.6358935839432598
87,94.2,1.0,2.28014671065521,65.9,6199.1,4.347619047619048,5.83,141441.08925098053,4.9,1126.21,1150.57,1107.23,1107.3,31611900000.0,21.23,16.898,5.6,-1.6790829419024988
88,90.2,1.0,3.7943226236880303,66.0,6275.9,4.7155,6.27,142729.75989286054,4.8,1107.3,1127.74,1076.32,1120.68,29326400000.0,20.14,18.186,5.6,1.2083446220536587
89,95.6,1.03,2.8858255317881416,66.1,6278.1,4.733809523809524,6.2875,145659.8322757565,5.4,1120.68,1146.34,1113.32,1140.84,27529500000.0,20.17,16.173,5.6,1.7989078059749364
90,96.7,1.26,4.5282251801912174,66.1,6291.3,4.498095238095239,6.056,140904.05280443863,4.7,1140.84,1140.84,1078.78,1101.72,29285600000.0,19.51,17.309,5.5,-3.4290522772693732
91,95.9,1.43,3.7594821180303737,66.0,6317.9,4.281363636363637,5.8675,141523.3570358088,4.7,1101.72,1109.68,1060.72,1104.24,26586800000.0,19.03,17.157,5.4,0.22873325345822426
92,94.2,1.61,3.302691299404212,65.8,6352.3,4.1257142857142854,5.754,144200.63135741843,4.1,1104.24,1131.54,1099.18,1114.58,26829870000.0,19.35,17.875,5.4,0.9363906397160005
93,91.7,1.76,4.12429600211343,65.9,6379.9,4.097,5.7225,147729.28159178596,3.9,1114.58,1142.05,1090.29,1130.2,31511000000.0,19.25,17.514,5.5,1.401424751924507
94,92.8,1.93,3.833127657803888,66.0,6406.5,4.194,5.73,155489.68464015814,3.4,1130.2,1188.46,1127.6,1173.82,30460280000.0,20.05,17.362,5.4,3.859493894885846
95,97.1,2.16,6.146404539588232,65.9,6424.7,4.2309090909090905,5.752,161425.20965530435,6.2,1173.78,1217.33,1173.78,1211.92,31102500000.0,20.48,18.102,5.4,3.2458128162750732
96,95.5,2.28,5.120132711056531,65.8,6431.0,4.2215,5.71,157790.82299671567,2.7,1211.92,1217.8,1163.75,1181.27,31498800000.0,19.99,16.889,5.3,-2.5290448214403627
97,94.1,2.5,3.786954094295405,65.9,6439.1,4.165263157894737,5.6275,162789.3243200153,2.3,1181.27,1212.44,1180.95,1203.6,29297410000.0,20.11,16.886,5.4,1.8903383646414307
98,92.6,2.63,0.6462098022019092,65.9,6448.4,4.497727272727273,5.928,159629.34855393643,2.5,1203.6,1229.11,1163.69,1180.59,39014150000.0,19.84,17.413,5.2,-1.9117647058823573
99,87.7,2.79,2.0250254853624075,66.1,6462.0,4.3409523809523805,5.855,156151.14313956822,2.1,1180.59,1191.88,1136.15,1156.85,43424270000.0,19.02,17.756,5.2,-2.010858977291019
100,86.9,3.0,1.3045669923603551,66.1,6479.2,4.144285714285713,5.72,158925.54446605657,2.6,1156.85,1199.56,1146.18,1191.5,39321990000.0,18.93,17.414,5.1,2.9952024895189666
101,96.0,3.04,3.937561148024101,66.1,6511.8,3.9981818181818176,5.582,160300.6919422212,2.0,1191.5,1219.59,1188.3,1191.33,40334040000.0,19.0,18.482,5.0,-0.014267729752415192
102,96.5,3.26,3.572208300090461,66.1,6543.7,4.1775,5.695,165900.25828258027,1.4,1191.33,1245.15,1183.55,1234.18,37464670000.0,19.0,21.135,5.0,3.5968203604375137
103,89.1,3.5,3.987873735897223,66.2,6576.5,4.262608695652173,5.82,167150.34597111066,2.0,1234.18,1245.86,1201.07,1220.33,42030090000.0,18.72,17.418,4.9,-1.122202596055688
104,76.9,3.62,0.2340791504224282,66.1,6610.3,4.19904761904762,5.774,171491.85293836292,2.0,1220.33,1243.13,1205.35,1228.81,44777510000.0,18.44,16.927,5.0,0.6948940040808704
105,74.2,3.78,1.0976962475395116,66.1,6644.1,4.4635,6.065,167331.27132425626,2.3,1228.81,1233.34,1168.2,1207.01,49793790000.0,17.64,15.336,5.0,-1.7740741042146402
106,81.6,4.0,3.43752521858266,66.0,6660.8,4.535,6.33,172906.66751697965,2.6,1207.01,1270.64,1201.07,1249.48,45102870000.0,18.01,16.524,5.0,3.518612107604735
107,91.5,4.16,5.308579811825057,66.0,6688.0,4.467142857142857,6.272,176737.3489365773,2.5,1249.48,1275.8,1246.59,1248.29,41756130000.0,18.07,17.174,4.9,-0.09523961968179728
108,91.2,4.29,7.266760381978792,66.0,6730.3,4.416,6.145,184629.25289372148,3.0,1248.29,1294.9,1245.74,1280.08,49211650000.0,18.07,18.081,4.7,2.546683863525301
109,86.7,4.49,4.675416994809374,66.1,6754.9,4.568947368421052,6.2525,184354.38920952776,3.2,1280.08,1297.57,1253.61,1280.66,42859940000.0,17.8,17.071,4.8,0.04530966814575432
110,88.9,4.59,2.904978996891482,66.2,6769.5,4.723913043478261,6.324,188408.1502503109,3.3,1280.66,1310.88,1268.42,1294.87,50905040000.0,17.8,16.96,4.7,1.1095841206877566
111,87.4,4.79,-0.1440437734440673,66.1,6807.0,4.990526315789474,6.5075,194128.37600841813,3.1,1302.88,1318.16,1280.74,1310.61,43308430000.0,17.77,17.127,4.7,1.2155660413786684
112,79.1,4.94,-0.1559223344478004,66.1,6813.9,5.11,6.5975,187497.14613692168,2.9,1310.61,1326.7,1245.34,1270.09,54312830000.0,17.46,16.729,4.6,-3.091690129023883
113,84.9,4.99,-0.4198670737570698,66.2,6852.1,5.106363636363636,6.682,187442.1734000829,2.9,1270.05,1290.68,1219.29,1270.2,54873260000.0,16.82,16.9,4.6,0.008660803565119224
114,84.7,5.24,-0.4923584019019107,66.1,6893.9,5.0875,6.7625,188611.97028155992,2.3,1270.06,1280.42,1224.54,1276.66,46348220000.0,16.61,17.662,4.7,0.5085813257754701
115,82.0,5.25,2.241038058900607,66.2,6925.3,4.8765217391304345,6.524,193507.7963075157,2.5,1278.53,1306.74,1261.3,1303.82,50485620000.0,16.67,16.458,4.7,2.1274262528785837
116,85.4,5.25,3.3659357691834435,66.1,6952.6,4.719,6.4025,195815.12069130447,2.4,1303.8,1340.28,1290.93,1335.85,49001440000.0,16.77,16.974,4.5,2.456627448574178
117,93.6,5.25,3.912335060834203,66.2,7002.0,4.729047619047619,6.3575,203002.07263798983,2.4,1335.82,1389.45,1327.1,1377.94,56793620000.0,17.14,16.865,4.4,3.1508028596025195
118,92.1,5.25,3.495939870023662,66.3,7037.5,4.595238095238095,6.24,207973.21513982333,2.7,1377.76,1407.89,1360.98,1400.63,55343930000.0,17.24,16.657,4.5,1.6466609576614388
119,91.7,5.24,3.121918918170539,66.4,7080.4,4.5645,6.135,212201.52418609103,2.6,1400.63,1431.81,1385.93,1418.3,47578780000.0,17.38,17.107,4.4,1.2615751483260995
120,96.9,5.25,-1.2093147165921696,66.4,7118.5,4.7595238095238095,6.2175,214706.61012085076,2.4,1418.03,1441.61,1403.97,1438.24,56686200000.0,17.36,16.896,4.6,1.405908481985474
121,91.3,5.26,0.977851763712552,66.3,7134.6,4.722631578947368,6.285,213589.36258410127,2.8,1437.9,1461.57,1389.42,1406.82,51844990000.0,17.49,17.169,4.5,-2.1846145288686225
122,88.4,5.26,2.7410658215685886,66.2,7168.5,4.564545454545455,6.156,217499.1868881732,3.0,1406.8,1438.89,1363.98,1420.86,67622250000.0,16.92,16.438,4.4,0.9979954791657697
123,87.1,5.25,2.422390242846337,65.9,7241.0,4.693809523809524,6.18,227091.29173176875,3.0,1420.83,1498.02,1416.37,1482.37,57032470000.0,17.48,16.615,4.5,4.32906831074138
124,88.3,5.25,3.0607694519149597,66.0,7254.9,4.746363636363637,6.262,233454.290360639,2.8,1482.37,1535.56,1476.7,1530.62,64958050000.0,17.92,16.661,4.4,3.2549228600146973
125,85.3,5.25,2.102462744529161,66.0,7288.1,5.102857142857143,6.6575,231653.5824750486,2.7,1530.62,1540.56,1484.18,1503.35,65322800000.0,17.83,16.179,4.6,-1.7816309730697366
126,90.4,5.26,1.2755241092494356,66.0,7319.0,5.004285714285714,6.695,226523.2613755939,2.6,1504.66,1555.9,1454.25,1455.27,70337430000.0,18.36,15.837,4.7,-3.19819070742009
127,83.4,5.02,2.990848002875928,65.8,7395.1,4.674782608695652,6.572,226351.45562960365,2.2,1455.18,1503.89,1370.6,1473.99,91381760000.0,18.02,16.379,4.6,1.2863592323073991
128,83.4,4.94,3.60926840466004,66.0,7413.3,4.521578947368421,6.3825,237115.65319983417,2.3,1473.96,1538.74,1439.29,1526.75,57809700000.0,19.05,16.532,4.7,3.579400131615551
129,80.9,4.76,3.4722949330724195,65.8,7428.4,4.527727272727272,6.375,244388.38047256143,2.2,1527.29,1576.09,1489.56,1549.38,76022580000.0,20.68,16.455,4.7,1.4822335025380884
130,76.1,4.49,1.9827765378768556,66.0,7453.8,4.1485,6.208,234398.8393227257,1.9,1545.79,1545.79,1406.1,1481.14,86246950000.0,20.81,16.354,4.7,-4.404342382114135
131,75.5,4.24,-2.0469155301864355,66.0,7484.2,4.0975,6.095,231374.764835305,2.4,1479.63,1523.57,1435.65,1468.36,64821670000.0,22.35,16.03,5.0,-0.8628488866683881
132,78.4,3.94,-3.242319986449716,66.2,7517.8,3.7442857142857138,5.758,213693.24957750068,2.6,1467.97,1471.77,1270.05,1378.55,98475340000.0,21.46,15.705,5.0,-6.116347489716412
133,70.8,2.98,-2.3611345197559057,66.0,7604.2,3.7375,5.9175,212456.42677210545,3.0,1378.6,1396.02,1316.75,1330.63,78536130000.0,21.74,15.491,4.9,-3.4761162090602316
134,69.5,2.61,1.1613347438562531,66.1,7670.3,3.51,5.97,210420.0121169605,2.9,1330.45,1359.68,1256.98,1322.7,93189170000.0,21.81,15.114,5.1,-0.5959583054643391
135,62.6,2.28,4.533279320885337,65.9,7712.8,3.675,5.9175,221479.22578999397,2.4,1326.41,1404.57,1324.35,1385.59,85978630000.0,23.88,14.605,5.0,4.754668481137059
136,59.8,1.98,3.2654158851627204,66.1,7725.5,3.88,6.036,224856.41401741016,6.8,1385.97,1440.24,1373.07,1400.38,80990480000.0,25.81,14.697,5.4,1.0674153248796614
137,56.4,2.0,1.2822021284866316,66.1,7744.2,4.099523809523809,6.32,206922.54711265583,4.6,1399.62,1404.05,1272.0,1280.0,96614040000.0,26.11,14.377,5.6,-8.59623816392694
138,61.2,2.01,-1.8557604248394632,66.1,7791.5,4.007727272727273,6.426,201866.522113453,3.6,1276.69,1292.17,1200.44,1267.38,124980570000.0,25.37,13.006,5.8,-0.9859374999999893
139,63.0,2.0,-4.970798860591729,66.1,7806.1,3.8857142857142857,6.4775,199030.9620228947,3.1,1269.42,1313.15,1247.45,1282.83,86266010000.0,26.83,14.119,6.1,1.2190503242910378
140,70.3,1.81,-9.280911120394382,66.0,7872.7,3.686190476190476,6.0375,175358.63014572236,3.9,1287.83,1303.04,1106.42,1166.36,140007320000.0,26.48,12.961,6.1,-9.079145327128302
141,57.6,0.97,-8.85317241693702,66.0,7975.3,3.814090909090909,6.2,142110.45566149038,4.9,1164.17,1167.03,839.8,968.75,159823030000.0,27.22,10.933,6.5,-16.942453444905514
142,55.3,0.39,-10.979362958569688,65.9,8027.3,3.526666666666667,6.0875,132911.83316858514,6.0,968.67,1007.51,741.02,896.24,115660210000.0,34.99,10.526,6.8,-7.48490322580645
143,60.1,0.16,-7.619570800781731,65.8,8205.0,2.4163636363636365,5.286,137176.11045566146,5.8,888.61,918.85,815.69,903.25,112884470000.0,58.98,10.383,7.3,0.7821565652057494
144,61.2,0.15,-4.254295567852021,65.7,8289.4,2.5175,5.0475,125158.70029654668,5.9,902.99,943.85,804.3,825.88,112090640000.0,70.91,9.786,7.8,-8.56573484638804
145,56.3,0.22,0.076769074014801,65.8,8319.6,2.87,5.13,112347.56544753036,5.4,823.09,875.01,734.52,735.09,124492210000.0,84.46,9.223,8.3,-10.993122487528451
146,57.3,0.18,-2.2637450256778573,65.6,8386.7,2.8195454545454544,5.0025,120819.55294792895,5.8,729.57,832.98,666.79,797.87,161843640000.0,110.37,9.748,8.7,8.54045082915016
147,65.1,0.15,-0.5182837209070192,65.7,8391.4,2.9271428571428566,4.81,134373.0110646982,6.5,793.59,888.7,783.32,872.81,138855320000.0,119.85,9.379,9.0,9.392507551355479
148,68.7,0.18,-0.1616970382255678,65.7,8449.5,3.293,4.8575,146548.00548451897,7.8,872.74,930.17,866.1,919.14,131614940000.0,123.73,10.176,9.4,5.308142665643167
149,70.8,0.21,-0.1265708032414978,65.7,8459.5,3.7218181818181817,5.42,145886.86585249193,6.1,923.26,956.23,888.86,919.32,112653150000.0,123.32,10.149,9.5,0.019583523728705643
150,66.0,0.16,1.376940104420653,65.5,8463.8,3.5622727272727275,5.222,158243.0407193648,5.4,920.82,996.68,869.32,987.48,106635790000.0,101.87,11.566,9.5,7.414175695078962
151,65.7,0.16,2.176434905693535,65.4,8463.3,3.5871428571428567,5.1925,164771.34019961098,4.4,990.22,1039.47,978.51,1020.62,116059270000.0,92.95,14.754,9.6,3.356017337059991
